Page	Comments	Type	Name	Sign	PQ	Symb	Link	Comments	ID		Notes	
160					10	Q4	J14		P003R060			
160		1							R			
160	P4 GC THRU NOTS OF SEGMENT (0),		P4		12	H0			P004R000			
160	LEAVE 1ST UNNOTTED SEGMENT.				11	Q2			P004R010			
160	H5- VEANS NO OUTPUT.					J2			P004R020			
160	QUIT, H5+ MEANS NORMAL EXIT.				70	J4			P004R030			
160	FIND SUBSEGMENT OF NOT.					J81			P004R040			
160	IF NONE QUIT -9 ELSE LOOP.				70	0	P4		P004R050			
160		1							R			
160	P5 TEST IF MAIN CONNECTIVE		P5			P16			P005R000			
160	OF TOTAL EXPRESSION (0)				70	0			P005R010			
160	IS IMPLIES.				11	K6	J2		P005R020			
160		1							R			
160	P6 TEST IF (13) IS NOT UNARY.		P6			Q14			P006R000			
160					70	0	J1		P006R010			
160		1							R			
160	P7-TEST IF (0) IS CONNECTIVE		P7			Q14			P007R000			
160					70	0	J8		P007R010			
160		1							R			
160	TEST IF (0) IS VARIABLE		P8			Q5			P008R000			
160					70	0	J8		P008R010			
160		1							R			
160	TEST IF (1) IS FREE VARIABLE		P9			Q6			P009R000			
160					70	0	J8		P009R010			
160		1							R			
160	P12 FIND MEX OF TEX (0).		P12			J81	0		P012R000			
160		1							R			
160	P13 FIND LEFT SIDE CF TEX(0) .		P13			J81			P013R000			
160					70	0	J81		P013R010			
160		1							R			
160	P14 FIND RIGHT SIDE OF TEX(0).		P14			J81			P014R000			
160					70	0	J82		P014R010			
160		1							R			
160	P15 TEST IF (V) IS IN 		P15			Q15			P015R000			
160	   INTERNAL (TREE) FORM.				70	0	J8		P015R010			
160		1							R			
160	P16 FIND MAIN CONNECTIVE OF		P16			J81			P016R000			
160	  TEX (0).				70	0			P016R010			
160	  GO THRU NOTS.					P4			P016R020			
160					70	0	Q1		P016R030			
161		1							R			
161	P17 CREATE COPY OF SEGMENT (0)		P17		40	H0			P017R000			
161	IF NOT A SIMPLE VARIABLE.					P8			P017R010			
161					70		0		P017R020			
161	COPY AND MARK LOCAL.					J74	J136		P017R030			
161		1							R			
161	P18 TEST IF (0) IS A		P18			P19			P018R000			
161	CHARACTER SYMBOL.					Q7			P018R010			
161						J5			P018R020			
161					70	J8	0		P018R030			
161		1							R			
161	GET APPROPRIATE INTERNAL		P19		40	H0			P018R000			
161	CHARACTER SYMBOL (0) FOR					Q19			P018R010			
161	EXTERNAL CHARACTER SYMBOL (0).				70	0			P018R020			
161	IF REPLACED, QUIT +.					J6	J8		P018R030			
161		1							R			
161	P20 MAKE FAKE TEX 'AITH LEFT SIDE		P20			P13			P020R000			
161	OF TEX (0).				70	0	P24		P020R010			
161		1							R			
161	P21 MAKE FAKE TEX WITH RIGHT SIDE		P21			P14			P021R000			
161	OF TEX (0).				70	0	P24		P021R010			
161		1							R			
161	P22 CREATE NE SUBPROBLEM WITH		P22		40	W0			P022R000			
161	SEGMENT (0) ON THE LEFTS,					P17			P022R010			
161	SEGMENT (1) CN THE RIGHT.					J6			P022R020			
161	AND IMPLIES AS CONNECTIVE.					P17			P022R030			
161	CREATE MEX.					J93			P022R040			
161						J136			P022R050			
161					60	W0			P022R060			
161	INSERT CONNECTIVE.				11	K6			P022R070			
161					21	W0			P022R080			
161	CREATE CLEAN UP, QUIT.					P24	J30		P022R090			
161		1							R			
161	ERASE MADE EXPRESSION (0)		P23		40	H0			P023R000			
161						J60			P023R010			
161	DELETE MAIN SEGMENT					J68	J72		P023R020			
161		1							R			
161	P24 MAKE TEX FROM MEX (0).		P24			J91			P024R000			
161					40	H0			P024R010			
161					10	Q15			P024R020			
161	DESCRIBE AS IN TREE FORM.				10	Q15	J11		P024R030			
161		1							R			
161	P25 COPY TEX (✓) FOR SUBSTITUTION.		P25			J74			P025R000			
161					40	H0			P025R010			
161					10	Q7			P025R020			
161	CLEAR EXTERNAL NAME					J14			P025R030			
161	AND CLEAR DESCRIPTIONS.				40	H0	P3		P025R040			
161		1							R			
161	P26 GEENRATE SEGMENT LOCATIONS AT		P26		10	W1			P026R000			
161	  LEVEL (2) OF PROBLEM (1) FOR					J17			P026R010			
161	  PROCESS (0).					J81			P026R020			
162					70	9-1			P026R030			
162					40	H0			P026R060			
162	TEST IF MEX IS A VARIABLE.					P8			P026R070			
162	IF YES, QUIT.				70		9-2		P026R080			
162	IF NO, REVERSES,					J6			P026R090			
162					10	N1			P026R100			
162	CREATE COUNTER WITH VALUE 1, AND					J120			P026R110			
162	SAVE BOTH LEVEL AND COUNTER.					J21		1W1=LEVEL	P026R120			
162					10	9-100		1W0=COUNT	P026R130			
162	GENERATE SUBSEGMENT					9-200			P026R140			
162	LOCATIONS FOR 9-100.				11	W0			P026R150			
162	ERASE COUNTER AND QUIT.					J9	J19		P026R160			
162	POP H0, POP HO,		9-2		30	H0			P026R170			
162	AND QUIT.		9-1		30	H0	J19		P026R180			
162	SUBPROCESS 9-100.		9-100		11	W0			P026R190			
162					11	W1			P026R200			
162	TEST IF THIS IS THE LEVEL.					J114			P026R210			
162	IF YES, FIRE J18.				70		J18		P026R220			
162					52	H0			P026R225			
162	IF NO, GENERATE				10	9-100			P026R230			
162	SUBSEGMENTS FOR 9-100.					9-200	0		P026R240			
162	SUBGENERATOR 9-200.		9-200		14	W0			P026R250			
162						J17			P026R260			
162					11	W0			P026R270			
162	CREATE NEW SUBLEVEL COUNTER.					J120			P026R280			
162	BUMP COUNTER.					J125			P026R290			
162					20	W0			P026R300			
162					40	W0			P026R310			
162	LOCATE NEXT SEGMENT PLACE.		9-201			J60			P026R320			
162	IF NONE, QUIT.				70	9-203			P026R330			
162	IF FOUND, PRESERVE LOCATION,				40	H0			P026R340			
162					12	H0			P026R350			
162	TEST IF SEGMENT IS A VARIABLE.					P8			P026R360			
162	IF NO, FIRE J18.				70	9-202			P026R370			
162	IF YES, LOOP TO LOCATE.				30	H0	9-201		P026R380			
162			9-202			J18			P026R390			
162	IF J18 QUIT+, LOOP TO LOCATE,				70		9-201		P026R400			
162	IF J18 QUIT-,		9-203		51	W0			P026R410			
162					30	W0			P026R420			
162	ERASE COUNTER AND QUIT.					J9	J19		P026R430			
162		1							R			
162	P27 REPLACE BOUND BY FREE IN (0).		P27			J43			P027R000			
162					60	W0		1W0=TEX	P027R010			
162	CREATE LIST OF BOUND OF 1W0.					P31			P027R020			
162					60	W1		1W1=BNDLST	P027R030			
162	LOCATE FIRST BOUND.					J60			P027R040			
162					20	W2		1W2=BNDLOC	P027R050			
162	IF NO BOUND, QUIT.				70	9-1			P027R060			
162					11	W0			P027R070			
162	CREATE LIST OF FREE OF 1W0.					P30			P027R080			
162						60W30		1W3=FREELS	P027R090			
163					10	J137			P027R100			
163	GEN FREE VAR TO BE MARKED.					J100			P027R110			
163					10	L2		L2=SYSFREE	P027R120			
163					10	9-100			P027R130			
163	GEN SYS FREE VAR. TO REPLACE.					J100			P027R140			
163	H5+ MEANS NOT ENOUGH FREE VAR.				70		J7		P027R150			
163					11	W1		1W1=SUBLST	P027R160			
163					11W0				P027R170			
163	FIND MAIN SEGMENT.					J81			P027R175			
163					70		9-2		P027R180			
163	IF NONE, SKIP IT.					J8	9-3		P027R185			
163	REPLACE IN MEX FROM 1W1.		9-2			M115			P027R190			
163			9-3		11	W3			P027R195			
163					10	9-200			P027R200			
163	GEN FREE VAR TO BE UNMARKED.					J100			P027R210			
163					11	W3			P027R220			
163	ERASE CREATED FREE LIST.					J71			P027R230			
163			9-1		11	W1			P027R240			
163	ERASE BOUND LIST.					J71	J33		P027R250			
163	9-100 SUBPROCESS, INSERT (0)		9-100		40	H0			P027R260			
163	AFTER SYMBOL. IN 1W2					J133			P027R270			
163	IF (0) IS UNMARKED.				70		J8		P027R280			
163	THEN ADVANCE TO NEXT				11	W2			P027R290			
163	AFTER CELL HOLDING					J6			P027R300			
163	INSERTED SYMBOL.					J64			P027R310			
163					11	W2			P027R320			
163						J60			P027R330			
163						J60			P027R340			
163	QUIT, H5- MEANS QUIT GENERATOR.				20	W2	0		P027R350			
163	9-200 SUBPROCESS. UNMARK PROCESSED.		9-200		31	H0	J8		P027R360			
163		1							R			
163	GENERATE LOCATIONS OF FREE		P28		10	W0			P028R000			
163	VARIABLES WITHIN SEGMENT (1)					J17			P028R010			
163	FOR PROCESS (0).				60	W0			P028R020			
163						P8			P028R030			
163	TEST IF INPUT SEGMENT IS VARIABLE.				70		J19		P028R040			
163	IF SO, QUIT.		9-2		11	W0			P028R050			
163	LOCATE NEXT SUBSEGMENT.					J60			P028R060			
163					20	W0			P028R070			
163					70	J19			P028R080			
163					12	W0			P028R090			
163	TEST IF SUBSEGMENT IS FREE VAR.					P9			P028R100			
163					70	9-1			P028R110			
163					11	W0			P028R120			
163	IF SO, GENERATE LOCATION.					J18			P028R130			
163			9-3		70	J19	9-2		P028R140			
163			9-1		12	W0			P028R150			
163	TEST IS SUBSEGMENT IS VARIABLE.					P8			P028R160			
163					70		9-2		P028R170			
163	IF NOT, GENERATE SUBSEGMENT.				12	W0			P028R180			
163					10	J18			P028R190			
164						P28	9-3		P028R200			
164		1							R			
164	P29 GENERATE LOCATIONS OF BOUND		P29		10	W0			P029R000			
164	VARIABLES WITHIN SEGMENT (1)					J17			P029R010			
164	FOR PROCESS (0).				60	W0			P029R020			
164	TEST IF INPUT SEGMENT IS VARIABLE.					P8			P029R030			
164	IF YES, QUIT H5+.				70		J19		P029R040			
164	IF NO, 		9-2		11	W0			P029R050			
164	LOCATE NEXT SEGMENT					J60			P029R060			
164					20	W0			P029R070			
164	IF NONE, QUIT, H5+.				70	J19			P029R080			
164					12	W0			P029R090			
164	TEST IF FREE VARIABLE.					P9			P029R100			
164	IF YES, GET NEXT.				70		9-2		P029R110			
164	IF NO,				12	W0			P029R120			
164	TEST IF BOUND VARIABLE.					P8			P029R130			
164	IF NO, GENERATE ON SEGMENT.				70	9-1			P029R140			
164	IF YES, FEED LOCATION				11	W0			P029R150			
164	TO PROCESS. 					J18			P029R160			
164	IF H5-, SUBPROCESS SAID QUIT.		9-3		70	J19	9-2		P029R170			
164	INPUT SEGMENT.		9-1		12	W0			P029R180			
164	INPUT PROCESS.				10	J18			P029R190			
164	GENERATE LOCATIONS OF BND. VAR.					P29	9-3		P029R200			
164		1							R			
164	P30 CREATE LIST OF FREE VARIABLES		P30			J90			P030R000			
164	IN TEX (0).					J50		1W0=LIST	P030R010			
164	FIND MAIN SEGMENT					J81			P030R020			
164	IF NONE, CLEAN UP, QUIT.				70	9-1			P030R030			
164					10	9-100			P030R040			
164	GEN. LOCATIONS OF FREE VARIABLES.					P28			P030R050			
164			9-1		11	W0	J30		P030R060			
164	SUBPROCESS, ADD FREE VARIABLE		9-100		52	H0			P030R070			
164	2H0 TO LIST 1WC IF NOT ON.				11	W0			P030R080			
164						J6			P030R090			
164	QUIT, H5+ FOR GEN.					J66	J4		P030R100			
164		1							R			
164	P31 CREATE LIST OF BOUND VARIABLES.		P31			J90			P031R000			
164	IN TEX (0).					J50		1W0=LIST	P031R010			
164	FIND MAIN SEGMENT.					J81			P031R020			
164	IF NONE, CLEAN UP, QUIT.				70	9-1			P031R030			
164					10	9-100			P031R040			
164	GENERATE LOCATIONS OF BOUND VAR.					P29			P031R050			
164			9-1			11W0			P031R060			
164	SUBPROCESS, ADD BOUND VARIABLE		9-100		52	H0			P031R070			
164	2H0 TO LIST 1W0 IF NOT ON.				11	W0			P031R080			
164						J6			P031R090			
164	QUIT, H5+ FOR GEN.					J66	J4		P031R100			
164		1							R			
164	P50 CONVERT LOGIC EXPRESSION (0) TO		P50		40	H0			P050R000			
164	INTERNAL (TREE) FORM IF IN					P15			P050R010			
164	EXTERNAL (LIST) FORM. ENTIRE				70	J8			P050R020			
165	EXPRESSION MUST BE ENCLOSED					J41			P050R030			
165	IN PARENTHESES. NO OUTPUT.				60	W0			P050R040			
165	H5- MEANS FAILURE.					P51			P050R050			
165					11	W0			P050R060			
165	CREATE NEW MAIN SEGMENT.					P52			P050R070			
165	IF FAILED, QUIT.				70	J31			P050R075			
165	SAVE NEW MEX.				60	W1			P050R080			
165					51	W0			P050R090			
165	SAVE OLD HEAD.					J75			P050R100			
165	DISCARD OLD LIST.					J71			P050R110			
165					11	W0			P050R120			
165					11	W1			P050R130			
165	INSERT MEX UNDER OLD HEAD.					J64			P050R140			
165					11	W0			P050R190			
165					10	Q15			P050R200			
165					10	Q15			P050R210			
165	DESCRIBE AS IN INTERNAL FORM.					J11	J31		P050R220			
165		1							R			
165	P51 REPLACE ALL DELIMITED EXTERNAL		P51		40	H0			P051R000			
165	CONNECTIVES IN EXPRESSION (0)					P15			P051R010			
165	IF (0) IS IN EXTERNAL				70		J8		P051R020			
165	LIST FORM.					J42			P051R025			
165					60	W0		1W0=LIST	P051R030			
165			9-10		11	K7			P051R040			
165	LOCATE FIRST DELIMITER IN LIST.					J62			P051R050			
165					70	9-0			P051R060			
165					60	W1		1W1=LOCIST	P051R070			
165	LOCATE CONNECTIVE (EXTERNAL FORM).					J60			P051R080			
165					60	W2		1W2=LOCONN	P051R090			
165	LOCATE SECOND DELIMITER IN LIST.					J60			P051R100			
165	IF NOT ALL THERE, QUIT.				70	9-0			P051R110			
165					12	H0			P051R120			
165					11	K7			P051R130			
165	TEST IF 2ND IS SAME AS 1ST.					J2			P051R140			
165	IF NOT, TRY ON REMAINDER.				70	9-10			P051R150			
165	IF YES, DELETE 2ND,					J68			P051R160			
165					10	L8			P051R170			
165					12	W2			P051R180			
165	FIND INTERNAL FORM,					J10			P051R190			
165					70	9-1			P051R200			
165	REPLACE EXTERNAL,				21	W2			P051R210			
165	DELETE FIRST DELIMITER.		9-1		11	W1			P051R220			
165	RESET AND DO IT AGAIN.					J68			P051R230			
165	ALL DONE, CLEAN UP AND QUIT.				11	W0	9-10		P051R240			
165			9-0		30	H0	J32		P051R250			
165		1							R			
165	P52 CREATE MAIN SEGMENT FROM		P52			J41			P052R000			
165	LIST (0). H5- MEANS NO OUTPUT				20	W1		1W1=CURLOC	P052R020			
165	DUE TO BAD EXPRESSION.					9-100	J31		P052R030			
165	9-100 SUBPROCESS CREATE NEXT SGMNT.		9-100		04	J0			P052R040			
165	H5- MEANS NO OUTPUT.				11	W1		1W1=CURLOC	P052R050			
166	LOCATE FIRST OF EXPRESSION					J60			P052R060			
166					20	W1			P052R070			
166	IF NONE, QUIT.				70	9-101			P052R080			
166					12	W1			P052R090			
166					10	(			P052R100			
166	TEST IF OPENING PAREN.					J2			P052R110			
166	IF YES, BUILD SEGMENT.				70		9-110		P052R120			
166					12	W1			P052R130			
166					11	K2		1K2= NOT	P052R140			
166	TEST IF NOT.					J2			P052R150			
166	IF YES, BUILD SEGMENT.				70		9-120		P052R160			
166					12	W1			P052R170			
166	TEST IF VARIABLE.					P8			P052R180			
166	IF NO QUIT.				70	9-101			P052R190			
166	OUTPUT VARIABLE.				12	W1	0		P052R200			
166			9-101		11	W1			P052R205			
166					10	/14	J63		P052R210			
166	TAKE ERROR ACTION, THEN		9-103			9-101			P052R220			
166	ERASE USELESS SEGMENT.		9-102		11	W0			P052R230			
166						J72	J30		P052R240			
166	OUTPUT SEGMENT.		9-104		11	W0			P052R250			
166						J136	J30		P052R260			
166	BUILD SEGMENT		9-110			9-200		1W0=NEWSEG	P052R270			
166	CREATE 1ST SUBSEGMENT.					9-100			P052R280			
166	IF NONE, CLEAN UP, QUIT.				70	9-102			P052R290			
166	INSERT 1ST SUBSEGMENT.					9-300			P052R300			
166					11	W1			P052R310			
166	LOCATE NEXT SYMBOL.					J60			P052R320			
166					60	W1			P052R330			
166					52	W1			P052R340			
166	TEST IF CONNECTIVE.					P7			P052R350			
166	IF NOT CLEAN UP, QUIT.				70	9-103			P052R360			
166					12	W1			P052R370			
166	INSERT CONNECTIVE.				21	W0			P052R380			
166	CREATE 2ND SUBSEGMENT.					9-100			P052R390			
166	IF NONE, CLEAN UP, QUIT.				70	9-102			P052R400			
166	INSERT 2ND SUBSEGMENT.					9-300			P052R410			
166					11	W1			P052R420			
166	LOCATE NEXT SYMBOL.					J60			P052R430			
166					60	W1			P052R440			
166					52	W1			P052R450			
166					10	)			P052R460			
166	TEST IF CLOSING PAREN.					J2			P052R470			
166	IF NO, CLEANUP, QUIT.				70	9-103	9-104		P052R480			
166	BUILD NOTTED SEGMENT.		9-120			9-200			P052R490			
166					12	W1			P052R500			
166	NOT THE HEAD.				21	W0			P052R510			
166	CREATE SUBSEGMENT.					9-100			P052R520			
166	IF NONE, CLEAN UP AND QUIT.				70	9-102			P052R530			
166	INSERT 					9-300	9-104		P052R540			
166	9-200 SUBPROCESS, SET UP EMPTY SEG.		9-200			J90	J50		P052R550			
167	9-300 SUBPROCESS, INSERT SEGMENT.		9-300		11	W0			P052R560			
167						J6	J65		P052R570			
167		1							R			
167	P55 LOCATE SUBLIST FOLLOWING		P55			J41			P055R000			
167	DATA TERM (0) ON LIST (1))				20	W0			P055R010			
167	H5+ MEANS PUTPUT (0) IS		9-3		60	W1			P055R020			
167	CELL HOLDING SUBLIST.					J60			P055R030			
167	H5- MEANS OUTPUT (0) IS				70	J31			P055R040			
167	CELL AFTER WHICH TO INSERT.				12	H0			P055R050			
167					11	W0			P055R060			
167	TEST IF PAST.					J116			P055R070			
167	IF YES, QUIT, H5-.				70		9-1		P055R080			
167					12	H0			P055R090			
167					11	W0			P055R100			
167	TEST IF EQUAL.					J114			P055R110			
167	IF YES, QUIT, H5+.				70		9-2		P055R120			
167	IF NO, MOVE DOWN THE LIST.					J60			P055R130			
167					70	J7	9-3		P055R140			
167	SET UP CELL TO INSERT AFTER.		9-1		51	W1			P055R150			
167						J3	J31		P055R160			
167	SET UP CELL HOLDING SUBLIST.		9-2			J60			P055R170			
167					70	J7	J31		P055R180			
167		1							R			
167	01 FIND CONNECTIVE OF SEGMENT (0).		Q1			J80			Q001R000			
167					70	0			Q001R010			
167					40	H0			Q001R020			
167	TEST IF IT IS .4 CONNECTIVE.					P7			Q001R030			
167					70	J80	0		Q001R040			
167		1							R			
167	Q2 FIND NO. OF LEVELS OF TEX (0).		Q2		40	H0			Q002R000			
167	H5- MEANS DEFECTIVE EXPRESSION.				10	Q2			Q002R010			
167	FIND VALUE ON DESCRIPTION LIST.					J10			Q002R020			
167	IF NONE, GO COUNT LEVELS.				70	9-0			Q002R030			
167	IF THERE, CLEAN UP, QUIT +.					J6	J8		Q002R040			
167			9-0		10	N10			Q002R050			
167						J120			Q002R060			
167	CREATE LEVEL DATA TERM = ZERO.					J136			Q002R070			
167					40	H0			Q002R080			
167	CREATE COUNTER.					J120		1W0=COUNTR	Q002R090			
167	SAVE COUNTER, LEVEL, TEX.					J52		1W1=LEVEL	Q002R100			
167					11	W2		1W2=TEX	Q002R110			
167	FIND MEX.					J81			Q002R120			
167	IF NONE, CLEANUP, QUIT-.				70	9-1			Q002R130			
167	IF THERE, COUNT LEVELS.					9-100			Q002R140			
167					11	W0			Q002R150			
167	ERASE COUNTER.					J9			Q002R160			
167	INPUT LEVEL,				11	W1			Q002R170			
167	IF H5-, ERASE LEVEL, QUIT-.				70	9-2			Q002R180			
167	IF H5+				11	W2			Q002R190			
167	ASSIGN LEVEL 1W1 AS VALUE				11	W1			Q002R200			
167	OF Q2 OF TEX 1W2.				10	Q2			Q002R210			
168	QUIT +, OUTPUT (0) IS LEVEL.					J11	J32		Q002R220			
168			9-2			J9	J32		Q002R230			
168	9-100 SUBPROCESS. COUNT SUBLEVELS.		9-100		11	W0			Q002R240			
168						J120			Q002R250			
168	CREATE COUNTER EQUAL TO THIS LEVEL.					J125			Q002R260			
168	PRESERVE PREVIOUS COUNTER.					J50			Q002R270			
168					40	H0			Q002R300			
168	TEST IF SIMPLE VARIABLE.					P8			Q002R310			
168	IF YES, UPDATE LEVEL.				70		9-102		Q002R320			
168	IF NO, COUNT SUBLEVELS,				10	9-100			Q002R330			
168	THEN QUIT + OR-.					J100	9-101		Q002R340			
168	UPDATE LEVEL.		9-102		51	W1			Q002R350			
168					11	W0			Q002R360			
168	TEST IF COUNTER GREATER THAN LEVEL.					J115			Q002R370			
168	IF NO QUIT +.				70	9-103			Q002R380			
168					11	W0			Q002R390			
168	IF YES,				11	W1			Q002R400			
168	SET LEVEL SAME AS COUNTER.					J121			Q002R410			
168					30	H0			Q002R420			
168	SET H5+.		9-103			J4			Q002R430			
168	ERASE COUNTER OF THIS LEVEL.		9-101		11	W0			Q002R440			
168	RESTORE PREVIOUS COUNTER, QUIT.				30	W0	J9		Q002R450			
168		1							000			
168	Q3 FIND NO. OF DISTINCT VARIABLES		Q3		40	H0			Q003R000			
168	IN TOTAL EXPRESSION (0).				10	Q3			Q003R010			
168						J10			Q003R020			
168	FIND AS VALUE IN DESC. LIST.				70	9-0			Q003R030			
168	IF THFRE, CLEAN UP, QUIT +.					J6	J8		Q003R040			
168	IF NONE, COUNT VARIABLES.		9-0			J42			Q003R050			
168					60	W0		1W0=TEX	Q003R060			
168	CREATE FREE LIST,					P30			Q003R070			
168	SAVE IT,				60	W1		1W1=FREE	Q003R080			
168	COUNT IT,					J126			Q003R090			
168	MARK COUNT LOCAL,					J136			Q003R100			
168	AND SAVE FOR OUTPUT.				60	W2		1W2=OUTPUT	Q003R110			
168					51	W1			Q003R120			
168	ERASE FREE LIST.					J71			Q003R130			
168					11	W0			Q003R140			
168	CREATE BOUND LIST,					P31			Q003R150			
168	SAVE IT,				60	W1		1W1=BOUND	Q003R160			
168	COUNT IT,					J126			Q003R170			
168					40	H0			Q003R180			
168					11	W2			Q003R190			
168					11	W2			Q003R200			
168	ADD IT TO OUTPUT DATA TERM.					J110			Q003R210			
168					51	W1			Q003R220			
168	ERASE BOUND LIST.					J71			Q003R230			
168	COUNT BOUND LIST.					J9			Q003R240			
168					11	W0			Q003R250			
168					11	W2			Q003R260			
168					10	Q3			Q003R270			
169	ASSIGN AS VALUE OF Q3.					J11			Q003R280			
169					11	W2			Q003R290			
169	CLEAN UP AND QUIT.					J32	J4		Q003R300			
169		1							R			
169	Q4 FIND NO. OF VARIABLE PLACES		Q4		40	H0			Q004R000			
169	IN TEX (0).				10	Q4			Q004R010			
169	FIND AS VALUE OF DESC. LIST.					J10			Q004R020			
169	IF NONE, GC COUNT PLACES.				70	9-0			Q004R030			
169	IF THERE, CLEAN UP, QUIT, H5+.					J6	J8		Q004R040			
169			9-0		40	H0			Q004R050			
169	SET UP THREE COPIES OF TEX NAME.				40	H0			Q004R060			
169						J90			Q004R070			
169	CREATE D.T. WITH VALUE = 0.					J136			Q004R080			
169						J124			Q004R090			
169						J6			Q004R100			
169					10	9-100			Q004R110			
169	GENERATE FREE LOCATIONS FOR TALLY.					P28			Q004R120			
169						J6			Q004R130			
169					10	9-100			Q004R140			
169	GENERATE BOUND LOCATIONS FOR TALLY.					P29			Q004R150			
169					40	W0			Q004R160			
169	SAVE OUTPUT D.T.				60	W0		1W0=OUTPUT	Q004R170			
169					10	Q4			Q004R180			
169	ASSIGN AS VALUE OF 04 OF TEX.					J11			Q004R190			
169					11	W0	J30		Q004R200			
169	DISCARD (0). TALLY (1).		9-100		30	H0	J125		Q004R210			
169		1							R			
169	ATTRIBUTE-VARIABLE		Q5		10	Q5	J10		Q005R000			
169		1							R			
169	ATTRIBUTE-FREE VARIABLE		Q6		10	Q6	J10		Q006R000			
169		1							R			
169	ATTRIBUTE--EXTERNAL NAME		Q7		10	Q7	J10		Q007R000			
169		1							R			
169	FIND PROBLEM NUMBER OF (0)		Q8		10	Q8	J10		Q008R000			
169		1							R			
169	Q9 ATTRIBUTE--BOUND VARIABLE.		Q9		10	Q9	J10		Q009R000			
169		1							R			
169	FIND PROBLEM (0) DERIVED FROM		Q10		10	Q10	J10		Q010R000			
169		1							R			
169	FIND METHOD OF DERIVATION FOR (0)		Q11		10	Q11	J10		Q011R000			
169		1							R			
169	FIND THEOREM USED FOR (0)		Q12		10	Q12	J10		Q012R000			
169		1							R			
169	FIND PROVING THEOREM FOR (0)		Q13		10	Q13	J10		Q013R000			
169		1							R			
169	Q14 FIND TYPE OF CONNECTIVE (0).		Q14		10	Q14	J10		Q0014R000			
169		1							R			
169	Q15 ATTRIBUTE INTERNAL FORM.		Q15		10	Q15	J10		Q015R000			
169		1							R			
169	Q16 FIND EXTERNAL NAME OF (0)		Q16		10	Q10			Q016R000		WWW THIS ONE SEEMS WRONG -- 10? 16?	
169	IN TABLE T10.					J6	J10		Q016R010			
170		1							R			
170	Q17 FIND LEVEL OF SUBSEGMENT		Q17		40	W0			Q017R000			
170	REPLACEMENT IN TEX (0).				60	W0			Q017R010			
170					10	Q17			Q017R020			
170	FIND CURRENT LEVEL.					J10			Q017R030			
170	IF NONE,				70		J30		Q017R040			
170					11	W0			Q017R050			
170	FIND NUMBER OF LEVELS,					Q2			Q017R060			
170	IF NONE, QUIT -.				70	J30			Q017R065			
170	COPY,					J120			Q017R070			
170	SAVE ONE FOR OUTPUT,				40	H0			Q017R080			
170					11	W0			Q017R090			
170						J6			Q017R100			
170	AND ASSIGN AS CURRENT LEVEL.				10	Q17			Q017R110			
170					30	W0	J11		Q017R120			
170		1							R			
170	Q18 FIND SUFFIX OF EXPRESSION (0).		Q18		10	Q18	J10		Q018R000			
170		1							R			
170	Q19 FIND CHARACTER SYMBOL FOR (0).		Q19		10	L9			Q019R000			
						J6	J10		Q019R010			
